,CL105_NS_Run18_0815,CL146_NS_Run18_0815,CL152_NS_Run18_0815,CL154_NS_Run18_0815,CL156_NS_Run18_0815,CL162_NS_Run18_0815,CL164_NS_Run18_0815,CL167,CL172_NS_Run18_0815,CL176,CL183,CL187_NS_Run18_0815,CL191,CL196_NS_Run18_0815,CL203_NS_Run18_0815,CL213,CL214_NS_Run18_0815,CL219_NS_Run18_0815,CL228,CL236,CL240_NS_Run18_0815,CL244,CL253,CL41_NS_Run18_0815,CL50_NS_Run18_0815,CL53_NS_Run18_0815,CL56_NS_Run18_0815,CL85_NS_Run18_0815,Female-Ctrl_NS_Run18_0815,Male-Ctrl_NS_Run18_0815
hsa-mir-494,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
hsa-mir-495,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-376c,0,0,0,0,0,0,0,0,21,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,6,0,15,8
hsa-mir-1185-1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13
hsa-mir-487b,0,6,0,0,0,0,0,0,35,0,0,0,0,0,34,30,13,0,0,0,0,0,0,14,0,0,23,0,50,71
hsa-mir-487b*,0,6,0,0,0,0,0,0,35,0,0,0,0,0,34,30,13,0,0,0,0,0,0,14,0,0,23,0,50,71
hsa-mir-539,0,0,0,0,0,0,0,0,16,0,0,0,0,0,24,0,11,0,0,0,0,0,0,0,0,0,0,0,21,0
hsa-mir-889,0,18,0,7,0,0,0,0,60,0,0,0,0,0,54,25,31,0,9,0,0,0,0,12,0,7,36,0,83,70
hsa-mir-487a,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,7,0,0,21
hsa-mir-382,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-134,0,0,0,8,0,0,0,0,27,0,0,0,0,0,18,47,17,0,0,0,0,0,0,0,0,0,12,0,34,35
hsa-mir-485,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,35,0,0,0,0,0,0,0,5,0,0,6,0,30,28
hsa-mir-496,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8
hsa-mir-377,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-369,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,38,34
hsa-mir-656,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3176,0,0,0,8,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0
hsa-mir-133a-2,0,15,0,33,0,0,0,0,48,0,0,0,0,20,10,12,8,0,0,0,0,0,0,0,0,21,85,0,158,66
hsa-mir-125b-2,0,10,0,24,0,12,0,0,28,0,0,0,0,0,22,13,23,24,27,0,8,0,0,0,0,12,11,0,41,28
hsa-mir-4446,0,8,0,21,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,25,35
hsa-mir-133b,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
hsa-mir-490,0,0,0,16,0,0,0,0,7,0,0,0,0,0,13,0,23,0,0,0,0,0,0,0,0,8,0,0,7,0
hsa-mir-3690-1,6,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3690-2,6,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1256,0,0,0,7,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
hsa-mir-139,0,48,0,95,0,7,0,0,50,0,0,0,0,15,39,84,45,0,13,0,0,0,0,5,0,6,82,0,143,86
hsa-mir-326,0,29,0,246,0,8,5,0,141,0,0,0,0,31,72,24,51,6,10,0,6,6,0,18,16,12,76,0,101,76
hsa-mir-125b-1,0,10,0,24,0,12,0,0,28,0,0,0,0,0,22,13,23,24,27,0,8,0,0,0,0,12,11,0,41,28
hsa-mir-196a-1,0,5,0,7,0,0,0,0,11,0,0,0,0,0,8,8,0,0,0,0,14,0,0,7,0,8,0,0,0,0
hsa-mir-4736,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-133a-1,0,15,0,33,0,0,0,0,48,0,0,0,0,20,10,12,8,5,0,0,0,0,0,29,0,21,85,0,158,66
hsa-mir-1285-2,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0
hsa-mir-548f-2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1249,5,0,0,9,0,0,0,0,16,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0
hsa-mir-95,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7
hsa-mir-449a,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-548f-3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1285-1,0,0,0,0,0,0,5,0,6,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0
hsa-mir-96,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
hsa-mir-224,0,27,0,47,0,0,0,0,47,0,0,0,0,0,28,27,8,0,11,0,0,0,0,10,0,8,16,0,102,70
hsa-let-7e_1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11
hsa-mir-100_1,0,6,6,38,0,15,0,0,32,0,0,0,0,0,0,24,15,35,16,0,14,0,0,62,5,21,0,0,6,18
hsa-mir-10b_1,0,26,7,31,7,31,6,0,62,0,0,0,5,0,29,43,37,5,30,0,23,10,0,43,5,57,72,0,42,50
hsa-mir-1179_1,0,0,7,7,6,7,10,0,10,0,0,0,0,0,8,0,7,0,0,0,9,0,0,0,0,5,14,5,9,0
hsa-mir-1185-1_1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,14,13
hsa-mir-1197_1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13
hsa-mir-1226,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,6,0,0,0
hsa-mir-1249_1,5,0,0,9,0,0,0,0,16,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0
hsa-mir-125b-2_1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,18,0,7,0,0,0,0,5,0,0,0,0,11,7
hsa-mir-127_1,0,6,0,0,0,0,0,0,27,0,0,0,0,0,21,14,11,0,0,0,0,7,0,5,0,0,8,0,26,32
hsa-mir-1287,0,7,0,13,0,0,0,0,8,0,0,0,0,0,5,7,6,0,0,0,12,0,0,0,0,0,12,0,8,7
hsa-mir-1296_1,0,8,12,17,0,5,0,0,10,0,0,0,0,0,20,0,11,0,0,0,6,0,0,13,11,15,15,0,24,15
hsa-mir-1303,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,5,5,0,0,0,7,0,0,0,0,6,0,0,9,7
hsa-mir-133a-1_1,0,15,0,33,0,0,0,0,48,0,0,0,0,20,10,12,8,5,0,0,0,0,0,29,0,21,85,0,158,66
hsa-mir-133a-2_1,0,15,0,33,0,0,0,0,48,0,0,0,0,20,10,12,8,5,0,0,0,0,0,29,0,21,85,0,159,66
hsa-mir-133b_1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8
hsa-mir-134_1,0,0,0,8,0,0,0,0,27,0,0,0,0,0,18,47,17,0,0,0,0,0,0,0,0,0,12,0,34,35
hsa-mir-139_1,0,0,0,95,0,7,0,0,50,0,0,0,0,15,39,84,45,0,13,0,0,5,0,5,0,6,0,0,0,0
hsa-mir-147b,0,0,0,0,0,0,5,0,6,0,0,0,0,0,6,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0
hsa-mir-153-1_1,0,5,7,6,7,13,5,0,5,0,0,0,0,0,5,0,16,7,20,0,7,0,0,28,5,14,0,0,20,0
hsa-mir-1537,0,0,0,9,11,6,10,0,8,0,0,0,0,0,22,0,7,0,0,0,6,0,0,6,0,10,11,0,10,5
hsa-mir-1538,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-2115_1,0,6,7,6,0,0,0,0,20,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,5,0,0,0,0,0
hsa-mir-224_1,0,12,0,14,0,0,0,0,13,0,0,0,0,0,12,8,0,0,5,0,0,0,0,0,0,0,0,0,22,11
hsa-mir-2355_1,0,7,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,9,10
hsa-mir-3150b,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,6,8,0,0,0,0,0,0,0,0,0,0,0,82,23
hsa-mir-3174,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-3176_1,0,0,0,8,0,6,0,0,10,0,0,5,0,0,8,0,5,0,0,0,5,0,0,0,0,5,9,0,9,5
hsa-mir-3202-2,0,0,0,0,0,5,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0
hsa-mir-323a,0,0,0,5,0,0,0,0,10,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,13,13
hsa-mir-326_1,0,29,0,246,0,8,5,0,141,0,0,0,0,31,72,24,51,6,10,0,6,6,0,18,16,12,76,0,101,76
hsa-mir-337_1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,11,9
hsa-mir-33b_1,0,6,0,9,0,10,0,0,11,0,0,0,0,0,7,0,13,0,8,0,13,0,0,6,7,8,15,0,6,0
hsa-mir-3609_1,7,10,11,0,23,23,6,0,11,0,0,0,0,6,6,5,20,0,0,0,13,5,0,14,24,25,18,0,18,12
hsa-mir-3620,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,5
hsa-mir-3677_1,0,0,6,9,5,0,5,0,12,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,6,9,0,0,18,11
hsa-mir-369_1,0,10,0,0,0,0,0,0,19,0,0,0,0,0,19,0,7,0,0,0,0,0,0,0,0,0,11,0,35,16
hsa-mir-3690-1_1,6,0,0,14,0,0,0,0,13,0,0,6,0,0,0,6,5,0,0,0,0,0,0,0,0,0,8,0,0,0
hsa-mir-3690-2_1,6,0,0,14,0,0,0,0,13,0,0,6,0,0,0,6,5,0,0,0,0,0,0,0,0,0,8,0,0,0
hsa-mir-370_1,0,0,0,5,0,0,0,0,19,0,0,0,0,0,15,7,7,0,0,0,0,0,0,9,0,0,0,0,25,48
hsa-mir-371b_1,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-376c_1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,6,0,15,8
hsa-mir-377_1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-379_1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,8,10
hsa-mir-382_1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
hsa-mir-3917,0,0,0,0,0,0,0,0,5,0,0,0,0,13,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0
hsa-mir-3939,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-431_1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,9,0,0,5
hsa-mir-432,0,8,0,0,0,0,0,0,29,0,0,0,0,0,21,17,9,0,0,0,0,0,0,16,0,0,17,0,33,71
hsa-mir-433,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,10,9
hsa-mir-4446_1,0,8,0,21,6,5,0,0,10,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,0,0,15,0,25,35
hsa-mir-4473,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
hsa-mir-4485,39,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
hsa-mir-449a_1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
hsa-mir-4661,0,5,0,0,0,0,5,0,6,0,0,0,0,0,11,0,7,0,0,0,10,0,0,10,0,13,15,0,0,8
hsa-mir-4685,0,0,0,0,0,11,0,0,5,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,5,5,0,0,0
hsa-mir-4736_1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0
hsa-mir-4746_1,5,5,7,13,5,0,0,0,14,0,0,0,0,0,8,6,11,0,0,0,6,0,0,0,0,10,18,0,11,9
hsa-mir-485_1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,35,0,0,0,0,0,0,0,5,0,0,6,0,30,28
hsa-mir-487a_1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,7,0,10,21
hsa-mir-487b_1,0,6,0,7,0,0,0,0,35,0,0,0,0,0,34,30,13,0,5,0,0,0,0,14,0,0,23,0,50,71
hsa-mir-490_1,0,0,0,16,0,0,0,0,7,0,0,0,0,0,13,0,23,0,0,0,0,0,0,0,0,8,0,0,7,0
hsa-mir-491,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
hsa-mir-493_1,0,14,0,6,0,0,0,0,21,0,0,0,0,0,20,12,7,0,0,0,0,0,0,7,0,0,10,0,41,47
hsa-mir-494_1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
hsa-mir-495_1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10
hsa-mir-496_1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8
hsa-mir-4999,0,0,0,0,6,8,0,0,9,0,0,0,0,0,9,0,14,0,0,0,7,0,0,6,6,0,0,0,7,0
hsa-mir-539_1,0,7,0,0,0,0,0,0,16,0,0,0,0,0,24,0,11,0,0,0,0,0,0,0,0,0,0,0,24,10
hsa-mir-551a,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-556,0,8,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,5
hsa-mir-580_1,0,10,8,9,13,7,0,0,10,0,0,0,0,6,14,0,20,0,0,0,8,0,0,0,0,8,9,0,11,5
hsa-mir-6501,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6
hsa-mir-6502_1,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
hsa-mir-6503_1,0,8,15,51,0,8,11,0,57,0,7,12,0,6,16,15,24,8,7,0,20,6,0,15,11,5,25,0,19,8
hsa-mir-656_1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-758_1,0,0,0,5,0,0,0,0,18,0,0,0,0,0,26,11,7,0,0,0,0,0,0,6,0,0,13,0,33,29
hsa-mir-889_1,0,18,0,7,0,0,0,0,60,0,0,0,0,0,54,25,31,0,9,0,0,0,0,12,0,7,36,0,83,70
hsa-mir-940_1,0,0,5,11,6,0,5,0,11,0,0,0,0,0,6,0,13,0,0,0,9,0,0,0,0,5,11,0,0,0
hsa-mir-95_1,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,14,0,0,0,5,0,0,11,0,6,5,0,23,7
hsa-mir-96_1,0,25,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,32,0,0,9,0
hsa-mir-941-3_1,500,1761,1761,2578,1493,1384,1254,118,3802,60,37,470,148,470,535,2172,2520,179,1050,0,987,287,0,1358,1156,896,1380,499,1501,802
hsa-mir-378i,0,0,0,0,0,0,0,0,0,7,6,0,17,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,6,0
hsa-mir-708,7,0,0,0,0,198,0,6,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,116,36
hsa-mir-708_1,0,0,0,0,0,73,0,5,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,66,20
hsa-mir-3161,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,12,7,0,6,0
hsa-mir-3913-2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,11,0,0,0,0,11,12,0,0,0
hsa-mir-184,0,9,0,6,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,8,10,42,8,0,0
hsa-mir-643,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0
hsa-mir-561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0
hsa-mir-3913-1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,11,0,0,0,0,11,12,0,0,0
hsa-mir-1180,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22,0,0,14,5
hsa-mir-4732,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
hsa-mir-1180_1,7,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,22,0,0,14,5
hsa-mir-153-2_1,0,5,7,6,7,13,5,0,5,0,0,0,0,0,5,0,16,7,20,0,7,0,0,28,5,14,0,0,20,0
hsa-mir-184_1,0,9,0,6,0,21,0,0,0,0,0,0,0,0,5,0,9,0,0,0,15,0,0,76,8,10,42,8,0,0
hsa-mir-3074_1,0,6,9,9,10,11,0,0,0,0,0,0,0,5,7,6,18,0,0,0,10,0,0,6,7,15,13,0,17,14
hsa-mir-3143_1,0,5,8,5,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16,0,0,0,0
hsa-mir-3161_1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,12,7,0,6,0
hsa-mir-3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
hsa-mir-3667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
hsa-mir-3667_1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,0,13,0,0,0,12,0,0,0,0,7,7,0,0,0
hsa-mir-3940,7,0,0,0,0,17,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0
hsa-mir-4487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,7,0,12,13,0,6,0
hsa-mir-4661_1,0,5,0,0,0,0,5,0,6,0,0,0,0,0,11,0,7,0,0,0,10,0,0,10,0,13,15,0,0,8
hsa-mir-4732_1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0
hsa-mir-5189,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0
hsa-mir-5588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
hsa-mir-561_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0
hsa-mir-570,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
hsa-mir-636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
hsa-mir-643_1,0,6,0,0,5,6,0,0,0,0,0,0,0,0,7,0,8,0,0,0,6,0,0,0,0,6,0,0,9,0
hsa-mir-3173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,5,0,13,0,9,0
hsa-mir-548av,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
hsa-mir-5683,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
hsa-mir-1284,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
hsa-mir-103a-2_1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-mir-3127,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0
hsa-mir-3136_1,0,8,5,5,5,8,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,5,6,0,6,0
hsa-mir-3934,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3940_1,7,0,0,0,0,17,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0
hsa-mir-4464_1,7,26,82,17,47,31,18,0,8,0,0,0,0,7,116,0,21,0,6,0,23,0,0,25,19,13,41,6,26,0
hsa-mir-4521,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4526,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-548ay,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5683_1,0,0,0,7,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,7,15
hsa-mir-5571,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,7,0
hsa-mir-1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0
hsa-mir-1287_1,0,7,0,13,0,0,0,0,8,0,0,0,0,0,5,7,6,0,0,0,12,0,0,0,0,0,12,0,8,7
hsa-mir-1304_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0
hsa-mir-2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
hsa-mir-3157_1,0,6,19,7,9,15,10,0,6,0,0,0,0,0,8,0,10,0,0,0,8,0,0,9,6,14,8,0,11,0
hsa-mir-320d-1_1,12,5,6,10,0,12,0,0,0,0,0,0,0,0,7,0,9,0,0,0,6,0,0,7,5,5,8,0,8,0
hsa-mir-320d-2_1,12,5,6,10,0,12,0,0,0,0,0,0,0,0,7,0,9,0,0,0,6,0,0,7,5,5,8,0,8,0
hsa-mir-4668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
hsa-mir-511-1,0,0,0,0,6,0,31,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,17,0,0,10,0,0,0
hsa-mir-511-2,0,0,0,0,6,0,31,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,17,0,0,10,0,0,0
hsa-mir-6125,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
hsa-mir-6509,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,5,0,0,7,0,0,0
hsa-mir-3116-1,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3116-2,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3116-1_1,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3116-2_1,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-511-1_1,0,0,0,0,6,0,31,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,17,0,0,10,0,0,0
hsa-mir-511-2_1,0,0,0,0,6,0,31,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,17,0,0,10,0,0,0
hsa-mir-129-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-124-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-129-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-124-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-124-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-204,0,0,0,106,0,0,0,0,0,0,0,0,0,0,6,17,0,16,16,0,0,0,0,0,0,0,6,0,15,63
hsa-mir-204_1,0,0,0,106,0,0,0,0,0,0,0,0,0,0,6,17,0,16,16,0,0,0,0,0,0,0,6,0,15,65
